"","260","261","262","248","249","250"
"TRINITY_DN7463_c0_g1",42,74,48,27,21,17
"TRINITY_DN7452_c0_g1",39,105,107,47,2,13
"TRINITY_DN7465_c0_g1",92,143,159,50,49,20
"TRINITY_DN7465_c3_g1",118,130,152,239,50,43
"TRINITY_DN7485_c0_g1",19,132,41,6,16,0
"TRINITY_DN7403_c0_g1",239,221,301,218,136,83
"TRINITY_DN7403_c1_g2",25,18,30,82,2,22
"TRINITY_DN7406_c0_g1",33,73,50,4,10,13
"TRINITY_DN7431_c1_g2",30,4,22,20,0,5
"TRINITY_DN7448_c0_g1",158,273,285,106,45,39
"TRINITY_DN7437_c0_g3",216,317,191,77,128,73
"TRINITY_DN7456_c0_g1",32,43,63,76,84,49
"TRINITY_DN7420_c0_g2",44,24,37,11,15,3
"TRINITY_DN7417_c0_g2",134,111,123,65,145,101
"TRINITY_DN7409_c0_g3",261,396,383,216,52,53
"TRINITY_DN7462_c0_g2",10,16,15,22,19,10
"TRINITY_DN7441_c0_g1",212,162,177,465,194,121
"TRINITY_DN7457_c0_g1",225,235,275,224,69,50
"TRINITY_DN7497_c0_g1",29,31,58,73,23,21
"TRINITY_DN7435_c0_g1",773,678,787,564,215,261
"TRINITY_DN7478_c1_g1",46,41,33,6,18,13
"TRINITY_DN7411_c0_g1",212,177,176,125,70,53
"TRINITY_DN7418_c0_g1",126,118,136,187,72,57
"TRINITY_DN7418_c0_g2",164,138,245,113,24,39
"TRINITY_DN7489_c0_g2",74,158,75,522,344,277
"TRINITY_DN7490_c0_g1",9,18,42,11,0,0
"TRINITY_DN7410_c0_g1",722,990,855,1016,603,499
"TRINITY_DN7443_c0_g1",10,39,47,68,72,18
"TRINITY_DN7422_c0_g1",266,438,637,189,65,51
"TRINITY_DN7482_c0_g2",117,194,202,561,185,179
"TRINITY_DN7471_c0_g1",193,265,231,126,42,94
"TRINITY_DN7454_c0_g1",81,76,210,457,142,87
"TRINITY_DN7496_c0_g1",152,202,249,105,55,61
"TRINITY_DN7445_c0_g1",167,273,312,393,119,112
"TRINITY_DN7426_c0_g1",596,695,691,457,236,245
"TRINITY_DN7426_c1_g1",27,25,15,32,63,37
"TRINITY_DN7458_c0_g2",3,11,18,16,3,5
"TRINITY_DN7458_c1_g1",14,2,23,19,10,3
"TRINITY_DN7491_c0_g1",610,482,610,531,316,237
"TRINITY_DN7408_c0_g1",45,28,21,6,5,0
"TRINITY_DN7408_c2_g1",44,18,55,4,9,16
"TRINITY_DN7495_c0_g1",41,69,80,26,25,11
"TRINITY_DN7400_c0_g1",141,89,123,92,109,66
"TRINITY_DN7464_c0_g1",811,999,788,409,456,391
"TRINITY_DN7483_c0_g1",174,187,285,211,123,58
"TRINITY_DN7427_c0_g1",14,16,18,33,18,8
"TRINITY_DN7413_c0_g1",55,65,50,2,0,3
"TRINITY_DN7480_c0_g1",204,104,275,193,92,121
"TRINITY_DN7415_c0_g1",72,59,102,84,26,33
"TRINITY_DN7430_c0_g1",28,51,64,41,26,28
"TRINITY_DN7414_c0_g1",269,228,237,323,151,175
"TRINITY_DN7460_c0_g1",26,53,53,24,28,32
"TRINITY_DN7460_c0_g2",126,91,79,55,31,35
"TRINITY_DN7460_c0_g3",116,102,80,53,46,18
"TRINITY_DN7499_c0_g1",529,644,650,518,320,283
"TRINITY_DN7404_c0_g1",13,10,2,0,29,39
"TRINITY_DN7436_c0_g1",333,313,317,196,116,79
"TRINITY_DN7442_c0_g1",170,247,375,241,48,79
"TRINITY_DN7525_c0_g1",296,305,404,306,47,106
"TRINITY_DN7582_c0_g1",718,561,745,379,341,207
"TRINITY_DN7573_c0_g1",18,17,16,11,3,11
"TRINITY_DN7500_c0_g1",120,86,203,278,145,73
"TRINITY_DN7576_c0_g1",336,386,540,823,221,161
"TRINITY_DN7540_c0_g2",40,42,30,47,8,16
"TRINITY_DN7575_c0_g2",472,466,397,362,308,279
"TRINITY_DN7559_c0_g1",76,45,89,62,49,30
"TRINITY_DN7531_c0_g1",174,154,105,139,52,60
"TRINITY_DN7544_c0_g1",46,25,58,34,31,2
"TRINITY_DN7521_c0_g1",252,211,332,234,74,56
"TRINITY_DN7565_c0_g1",313,346,369,228,93,129
"TRINITY_DN7542_c0_g1",65,91,106,46,12,18
"TRINITY_DN7513_c0_g1",20,17,25,2,12,11
"TRINITY_DN7517_c0_g1",266,279,342,965,463,354
"TRINITY_DN7564_c0_g1",329,250,664,362,213,182
"TRINITY_DN7563_c0_g1",623,636,881,1288,1416,572
"TRINITY_DN7532_c0_g1",578,409,538,338,151,136
"TRINITY_DN7503_c0_g1",95,123,106,38,20,31
"TRINITY_DN7522_c0_g1",108,120,168,108,60,57
"TRINITY_DN7586_c0_g1",117,94,46,121,49,35
"TRINITY_DN7551_c0_g1",28,27,21,15,10,4
"TRINITY_DN7547_c0_g1",14,14,4,5,12,10
"TRINITY_DN7512_c1_g1",142,113,87,86,67,74
"TRINITY_DN7520_c0_g1",35,37,60,23,13,15
"TRINITY_DN7571_c0_g1",202,199,165,335,333,195
"TRINITY_DN7528_c0_g1",46,39,34,28,14,8
"TRINITY_DN7589_c0_g1",209,290,258,154,44,64
"TRINITY_DN7516_c0_g1",160,160,168,63,14,24
"TRINITY_DN7526_c0_g1",375,438,392,190,159,171
"TRINITY_DN7599_c0_g1",26,32,24,10,0,16
"TRINITY_DN7591_c0_g1",22,8,17,58,4,5
"TRINITY_DN7557_c0_g1",660,830,875,289,218,178
"TRINITY_DN7504_c1_g1",39,64,44,6,14,4
"TRINITY_DN7597_c0_g2",31,64,86,33,8,10
"TRINITY_DN7597_c1_g1",17,31,30,43,16,21
"TRINITY_DN7536_c0_g2",610,628,841,341,244,280
"TRINITY_DN7536_c0_g3",13,30,27,26,3,11
"TRINITY_DN7592_c0_g1",31,68,23,28,12,3
"TRINITY_DN7579_c0_g1",19,22,18,14,6,11
"TRINITY_DN7530_c0_g1",69,82,130,22,2,10
"TRINITY_DN7583_c0_g1",111,129,187,47,20,6
"TRINITY_DN7506_c0_g1",227,330,252,91,69,56
"TRINITY_DN7574_c0_g1",265,424,378,2310,912,708
"TRINITY_DN7590_c0_g1",193,188,164,263,113,118
"TRINITY_DN7533_c0_g1",64,84,65,18,7,10
"TRINITY_DN7549_c0_g1",75,94,71,54,28,28
"TRINITY_DN7569_c0_g1",34,21,43,68,28,12
"TRINITY_DN7514_c0_g1",23,45,61,38,7,8
"TRINITY_DN7546_c0_g1",17,25,11,18,0,4
"TRINITY_DN7866_c0_g2",19,55,66,15,8,8
"TRINITY_DN7860_c1_g1",34,16,22,4,0,2
"TRINITY_DN7873_c0_g2",24,39,43,19,11,21
"TRINITY_DN7873_c0_g4",16,35,70,12,7,7
"TRINITY_DN7816_c0_g1",188,211,209,155,127,80
"TRINITY_DN7846_c0_g1",128,156,171,105,58,48
"TRINITY_DN7826_c0_g2",96,122,212,540,284,128
"TRINITY_DN7843_c0_g1",124,87,119,92,20,49
"TRINITY_DN7854_c1_g1",123,117,162,236,195,132
"TRINITY_DN7831_c0_g1",90,78,104,69,35,21
"TRINITY_DN7814_c0_g1",239,192,213,36,19,23
"TRINITY_DN7814_c0_g2",35,44,64,103,60,27
"TRINITY_DN7814_c3_g1",4,22,32,24,4,6
"TRINITY_DN7870_c0_g1",47,83,34,27,12,18
"TRINITY_DN7809_c0_g1",213,314,291,184,106,90
"TRINITY_DN7839_c0_g1",100,101,57,132,49,44
"TRINITY_DN7890_c0_g1",403,477,295,318,210,184
"TRINITY_DN7890_c1_g1",332,378,482,123,31,82
"TRINITY_DN7825_c0_g1",156,173,215,237,56,40
"TRINITY_DN7893_c0_g1",2253,2689,2648,2731,1854,1836
"TRINITY_DN7830_c0_g1",71,80,97,90,50,58
"TRINITY_DN7892_c0_g1",155,118,253,265,114,93
"TRINITY_DN7894_c0_g1",60,46,113,87,60,16
"TRINITY_DN7898_c1_g1",12,15,18,72,14,24
"TRINITY_DN7887_c0_g1",98,202,141,118,103,98
"TRINITY_DN7887_c0_g2",80,135,88,73,13,24
"TRINITY_DN7802_c4_g1",4,5,15,26,11,0
"TRINITY_DN7852_c0_g1",14,42,37,60,60,51
"TRINITY_DN7852_c1_g1",518,302,178,246,218,233
"TRINITY_DN7852_c2_g1",62,51,61,47,19,41
"TRINITY_DN7813_c0_g1",119,105,80,54,54,21
"TRINITY_DN7805_c0_g1",27,12,34,4,21,20
"TRINITY_DN7829_c0_g1",140,195,152,279,124,106
"TRINITY_DN7897_c0_g2",57,45,36,37,20,26
"TRINITY_DN7801_c0_g1",83,59,43,32,57,40
"TRINITY_DN7817_c0_g1",37,30,16,1,0,5
"TRINITY_DN7876_c1_g1",11,40,35,29,16,13
"TRINITY_DN7803_c0_g1",97,127,88,204,91,71
"TRINITY_DN7879_c0_g2",21,29,25,7,7,6
"TRINITY_DN7824_c0_g2",111,111,65,99,93,129
"TRINITY_DN7895_c0_g1",265,490,242,477,422,228
"TRINITY_DN7895_c1_g1",45,89,53,41,8,9
"TRINITY_DN7899_c0_g1",68,76,39,126,40,23
"TRINITY_DN7875_c0_g1",339,368,457,364,70,99
"TRINITY_DN7883_c0_g3",165,160,178,397,159,118
"TRINITY_DN7837_c0_g1",30,50,51,85,43,44
"TRINITY_DN7815_c0_g1",711,705,902,1225,435,430
"TRINITY_DN7869_c1_g1",46,38,35,138,22,8
"TRINITY_DN7833_c0_g1",46,39,49,30,27,12
"TRINITY_DN7835_c0_g1",97,65,110,162,64,66
"TRINITY_DN7863_c0_g1",168,190,430,417,150,67
"TRINITY_DN7827_c1_g1",483,491,582,592,263,205
"TRINITY_DN7819_c0_g1",63,31,63,42,45,28
"TRINITY_DN7878_c0_g1",231,262,332,211,138,99
"TRINITY_DN7844_c0_g2",107,117,139,443,284,84
"TRINITY_DN7855_c0_g3",424,558,518,1205,1102,592
"TRINITY_DN7871_c0_g1",161,192,194,113,62,119
"TRINITY_DN7832_c0_g1",102,88,88,49,35,22
"TRINITY_DN7832_c1_g1",504,481,769,156,108,55
"TRINITY_DN7806_c0_g1",19,25,48,26,4,11
"TRINITY_DN7834_c0_g1",357,249,310,491,235,91
"TRINITY_DN7804_c0_g1",26,13,30,8,10,6
"TRINITY_DN7886_c0_g1",532,467,389,672,89,206
"TRINITY_DN8692_c0_g1",530,583,629,661,320,363
"TRINITY_DN8608_c0_g1",158,168,107,87,66,70
"TRINITY_DN8661_c0_g1",14,18,33,24,6,0
"TRINITY_DN8625_c0_g1",99,103,114,29,29,28
"TRINITY_DN8612_c0_g1",509,421,738,618,258,244
"TRINITY_DN8653_c0_g1",23,36,24,7,33,22
"TRINITY_DN8636_c0_g1",34,10,14,14,0,4
"TRINITY_DN8630_c0_g1",95,53,46,15,20,20
"TRINITY_DN8641_c0_g1",303,350,543,483,249,177
"TRINITY_DN8656_c0_g1",46,20,19,15,0,9
"TRINITY_DN8622_c0_g1",48,35,43,66,12,17
"TRINITY_DN8617_c0_g1",20,17,25,29,8,12
"TRINITY_DN8637_c0_g1",10,9,32,18,6,15
"TRINITY_DN8642_c0_g1",60,65,67,10,0,12
"TRINITY_DN8694_c0_g1",48,30,28,17,2,10
"TRINITY_DN8624_c0_g1",251,350,324,154,94,114
"TRINITY_DN8690_c0_g2",445,345,537,371,133,137
"TRINITY_DN8646_c0_g1",146,104,134,109,48,41
"TRINITY_DN8650_c0_g1",1165,695,556,255,217,243
"TRINITY_DN8650_c1_g1",255,190,136,55,71,78
"TRINITY_DN8650_c1_g2",85,38,43,16,27,5
"TRINITY_DN8645_c0_g1",41,34,47,44,18,4
"TRINITY_DN8602_c0_g1",54,46,41,19,26,13
"TRINITY_DN8602_c0_g2",44,74,56,31,13,10
"TRINITY_DN8685_c0_g1",24,30,32,32,19,13
"TRINITY_DN8660_c0_g1",51,96,97,34,39,38
"TRINITY_DN8635_c0_g1",294,285,283,152,64,95
"TRINITY_DN8657_c0_g1",94,112,137,104,22,28
"TRINITY_DN8657_c1_g1",61,29,32,3,2,20
"TRINITY_DN8695_c0_g1",83,137,93,358,56,69
"TRINITY_DN8619_c0_g1",21,21,10,6,22,8
"TRINITY_DN8619_c1_g1",33,34,25,24,10,25
"TRINITY_DN8696_c0_g1",376,424,351,521,286,270
"TRINITY_DN8680_c0_g1",33,62,62,3,16,8
"TRINITY_DN8640_c0_g1",220,195,145,476,1627,1123
"TRINITY_DN8687_c0_g1",24,17,38,12,19,20
"TRINITY_DN8669_c0_g1",50,42,64,16,20,2
"TRINITY_DN8604_c0_g1",21,28,38,16,4,9
"TRINITY_DN8675_c0_g1",82,112,172,26,7,22
"TRINITY_DN8667_c0_g1",974,1231,1077,3158,1459,1640
"TRINITY_DN8611_c0_g1",153,211,214,137,61,59
"TRINITY_DN8647_c0_g1",71,63,80,18,11,3
"TRINITY_DN8673_c0_g1",15,15,32,14,2,4
"TRINITY_DN8621_c0_g2",70,38,59,76,38,22
"TRINITY_DN8697_c0_g1",37,29,29,22,18,2
"TRINITY_DN8655_c0_g1",99,142,189,223,73,71
"TRINITY_DN8631_c0_g1",91,67,68,234,147,81
"TRINITY_DN8693_c0_g1",51,70,131,111,18,43
"TRINITY_DN8620_c0_g1",173,105,183,136,35,50
"TRINITY_DN8686_c0_g1",82,105,99,225,40,54
"TRINITY_DN8686_c1_g1",102,98,111,115,26,26
"TRINITY_DN8678_c0_g3",1100,1150,1296,160,127,204
"TRINITY_DN8701_c0_g1",35,21,41,148,30,15
"TRINITY_DN8708_c1_g1",71,71,56,53,46,23
"TRINITY_DN8741_c0_g1",20,35,18,30,25,6
"TRINITY_DN8779_c0_g1",484,336,480,320,245,201
"TRINITY_DN8725_c0_g1",99,119,158,398,127,100
"TRINITY_DN8731_c1_g1",267,240,228,173,102,101
"TRINITY_DN8715_c0_g1",22,11,11,1,0,0
"TRINITY_DN8794_c0_g1",22,41,43,76,17,31
"TRINITY_DN8737_c0_g1",29,67,23,29,8,39
"TRINITY_DN8777_c0_g1",42,38,45,38,4,2
"TRINITY_DN8782_c0_g2",28,59,57,39,11,9
"TRINITY_DN8735_c0_g2",46,43,43,44,19,15
"TRINITY_DN8756_c0_g1",32,45,31,47,0,8
"TRINITY_DN8762_c0_g1",32,23,19,9,0,5
"TRINITY_DN8780_c0_g1",111,175,132,52,4,32
"TRINITY_DN8713_c0_g1",664,656,700,524,309,193
"TRINITY_DN8767_c0_g2",15,34,21,12,5,10
"TRINITY_DN8785_c0_g1",108,188,255,57,20,30
"TRINITY_DN8766_c0_g1",302,335,341,83,63,44
"TRINITY_DN8799_c0_g1",232,181,163,461,179,223
"TRINITY_DN8748_c0_g1",99,143,137,382,130,162
"TRINITY_DN8784_c1_g1",6,14,20,16,4,2
"TRINITY_DN8778_c0_g1",159,89,126,165,124,76
"TRINITY_DN8765_c0_g1",13,5,15,12,4,11
"TRINITY_DN8781_c0_g1",13,27,5,29,3,11
"TRINITY_DN8726_c0_g1",258,348,429,780,189,219
"TRINITY_DN8726_c1_g1",90,107,103,68,40,35
"TRINITY_DN8721_c0_g1",434,461,461,449,342,236
"TRINITY_DN8733_c0_g1",49,41,12,21,6,13
"TRINITY_DN8709_c0_g1",63,68,58,24,22,10
"TRINITY_DN8792_c0_g1",28,26,29,54,5,10
"TRINITY_DN8783_c0_g1",226,352,416,26,65,62
"TRINITY_DN8712_c0_g1",56,59,101,29,34,18
"TRINITY_DN8763_c0_g1",170,249,194,32,44,46
"TRINITY_DN8700_c0_g1",93,93,105,283,110,73
"TRINITY_DN8790_c0_g1",19,41,46,10,0,9
"TRINITY_DN8772_c0_g1",139,114,73,97,52,48
"TRINITY_DN8776_c0_g1",14,13,22,12,6,15
"TRINITY_DN8759_c0_g4",110,38,133,70,39,62
"TRINITY_DN8786_c0_g1",21,29,20,34,76,26
"TRINITY_DN8755_c0_g1",120,121,171,84,40,31
"TRINITY_DN8702_c0_g2",310,298,412,163,245,169
"TRINITY_DN8720_c0_g1",38,23,37,29,5,12
"TRINITY_DN8757_c0_g1",152,221,178,69,117,89
"TRINITY_DN8774_c0_g1",206,128,245,96,31,26
"TRINITY_DN8754_c0_g1",27,26,31,118,91,78
"TRINITY_DN8745_c0_g1",98,136,80,14,14,12
"TRINITY_DN8788_c0_g1",143,184,147,237,37,50
"TRINITY_DN8753_c0_g1",83,64,133,34,30,22
"TRINITY_DN8740_c0_g1",30,28,39,12,8,2
"TRINITY_DN8775_c0_g1",22,12,30,0,7,5
"TRINITY_DN9431_c0_g1",55,56,71,45,23,25
"TRINITY_DN9432_c0_g1",289,285,354,110,60,75
"TRINITY_DN9494_c0_g1",242,229,267,777,577,240
"TRINITY_DN9461_c0_g1",40,66,68,38,0,4
"TRINITY_DN9493_c0_g1",176,121,133,137,63,62
"TRINITY_DN9428_c0_g1",147,202,175,192,103,54
"TRINITY_DN9405_c0_g1",64,64,109,60,10,6
"TRINITY_DN9452_c0_g1",29,18,25,0,0,0
"TRINITY_DN9473_c0_g1",353,322,286,212,63,96
"TRINITY_DN9410_c0_g1",39,19,52,22,9,23
"TRINITY_DN9414_c0_g1",66,104,64,105,29,35
"TRINITY_DN9415_c0_g1",79,79,138,94,18,27
"TRINITY_DN9437_c0_g1",16,35,31,46,50,29
"TRINITY_DN9420_c0_g1",13,26,14,5,20,2
"TRINITY_DN9416_c0_g2",51,30,39,31,15,12
"TRINITY_DN9441_c0_g1",87,62,77,45,32,15
"TRINITY_DN9430_c0_g1",212,211,172,57,70,60
"TRINITY_DN9422_c0_g1",1316,1163,1118,2101,1123,901
"TRINITY_DN9402_c0_g1",14,30,19,14,10,16
"TRINITY_DN9408_c0_g1",61,64,42,57,22,16
"TRINITY_DN9492_c0_g1",423,453,588,311,77,66
"TRINITY_DN9488_c0_g1",4,18,12,21,13,1
"TRINITY_DN9411_c0_g2",2,9,11,27,779,1025
"TRINITY_DN9412_c0_g1",12,42,20,6,4,4
"TRINITY_DN9489_c0_g1",189,146,146,172,84,59
"TRINITY_DN9457_c0_g1",121,119,113,63,25,90
"TRINITY_DN9439_c0_g1",96,66,61,14,6,17
"TRINITY_DN9485_c0_g1",165,168,139,40,28,48
"TRINITY_DN9485_c0_g2",34,25,27,96,20,25
"TRINITY_DN9450_c0_g1",26,83,30,32,17,31
"TRINITY_DN9474_c0_g1",331,307,376,167,83,133
"TRINITY_DN9475_c0_g1",705,684,626,425,327,251
"TRINITY_DN9472_c0_g2",40,34,45,103,45,29
"TRINITY_DN9496_c0_g1",1009,1227,1356,1149,901,771
"TRINITY_DN9480_c0_g1",19,41,42,29,2,0
"TRINITY_DN10490_c0_g1",95,133,119,38,45,40
"TRINITY_DN10471_c0_g1",108,126,68,66,38,57
"TRINITY_DN10422_c0_g1",116,117,163,54,89,83
"TRINITY_DN10483_c0_g1",83,84,41,38,15,20
"TRINITY_DN10483_c2_g1",565,533,586,369,129,117
"TRINITY_DN10477_c0_g1",55,24,56,29,8,0
"TRINITY_DN10470_c0_g1",42,60,51,29,8,11
"TRINITY_DN10498_c0_g1",14,19,32,20,4,6
"TRINITY_DN10427_c0_g2",6,4,12,14,4,16
"TRINITY_DN10423_c0_g1",21,22,9,17,21,14
"TRINITY_DN10441_c1_g1",50,95,55,43,17,16
"TRINITY_DN10451_c0_g1",408,457,707,652,230,180
"TRINITY_DN10451_c1_g1",17,13,27,17,0,2
"TRINITY_DN10405_c0_g2",187,254,236,370,44,78
"TRINITY_DN10421_c0_g1",80,81,98,44,12,11
"TRINITY_DN10430_c0_g1",266,249,243,256,75,87
"TRINITY_DN10430_c0_g2",555,511,594,558,125,186
"TRINITY_DN10495_c2_g1",17,6,11,11,0,6
"TRINITY_DN10461_c0_g1",83,19,53,5,3,0
"TRINITY_DN10454_c0_g2",29,47,41,22,13,10
"TRINITY_DN10472_c0_g1",40,98,60,29,16,29
"TRINITY_DN10482_c0_g1",112,98,103,66,26,41
"TRINITY_DN10426_c0_g1",360,337,374,162,152,102
"TRINITY_DN10467_c0_g2",63,113,130,19,2,23
"TRINITY_DN10480_c0_g1",1413,1630,1658,1795,1181,929
"TRINITY_DN10479_c0_g1",182,222,257,113,35,75
"TRINITY_DN10418_c0_g1",309,372,418,214,112,155
"TRINITY_DN10407_c0_g1",11,11,1,13,9,0
"TRINITY_DN10475_c0_g1",154,177,221,153,93,71
"TRINITY_DN10484_c0_g1",415,456,598,445,210,179
"TRINITY_DN10486_c0_g1",77,88,91,179,41,25
"TRINITY_DN10425_c0_g2",52,58,70,28,20,4
"TRINITY_DN10410_c0_g1",63,90,73,77,46,33
"TRINITY_DN10420_c0_g1",143,108,128,110,61,76
"TRINITY_DN10476_c2_g1",11,15,17,5,0,4
"TRINITY_DN10459_c0_g1",208,178,195,86,28,45
"TRINITY_DN10404_c0_g1",87,87,105,65,18,9
"TRINITY_DN10497_c0_g1",23,34,36,19,28,8
"TRINITY_DN10497_c1_g2",9,4,6,56,18,13
"TRINITY_DN10402_c0_g1",1126,1108,920,745,253,297
"TRINITY_DN10474_c0_g1",80,116,47,56,56,41
"TRINITY_DN10474_c0_g2",55,64,114,33,25,14
"TRINITY_DN10464_c0_g1",177,248,269,87,20,14
"TRINITY_DN10416_c0_g1",105,80,31,71,36,51
"TRINITY_DN10411_c0_g1",428,437,327,574,393,396
"TRINITY_DN10432_c0_g1",117,89,109,170,111,74
"TRINITY_DN10492_c0_g1",131,156,131,191,30,46
"TRINITY_DN10492_c0_g2",29,16,17,16,4,23
"TRINITY_DN10463_c0_g1",72,135,118,87,26,19
"TRINITY_DN10654_c0_g1",66,54,67,36,11,9
"TRINITY_DN10614_c0_g1",157,195,144,145,80,44
"TRINITY_DN10634_c0_g1",16,22,36,24,10,5
"TRINITY_DN10693_c0_g2",34,30,28,17,0,4
"TRINITY_DN10649_c0_g1",251,284,269,181,20,26
"TRINITY_DN10649_c0_g2",207,290,255,141,20,20
"TRINITY_DN10682_c0_g4",386,468,465,194,128,106
"TRINITY_DN10633_c1_g1",428,343,515,270,122,143
"TRINITY_DN10677_c0_g1",10,22,47,34,13,16
"TRINITY_DN10672_c0_g1",77,108,149,67,44,35
"TRINITY_DN10651_c0_g1",31,65,33,180,61,93
"TRINITY_DN10616_c0_g1",210,240,310,341,122,91
"TRINITY_DN10687_c0_g1",175,121,203,239,174,112
"TRINITY_DN10653_c0_g1",29,17,17,28,8,15
"TRINITY_DN10608_c0_g2",11,11,18,0,8,4
"TRINITY_DN10629_c0_g1",6,0,3,11,15,19
"TRINITY_DN10629_c1_g1",14,14,10,14,10,6
"TRINITY_DN10683_c0_g1",14,5,21,21,7,9
"TRINITY_DN10644_c0_g1",35,94,105,355,191,82
"TRINITY_DN10644_c0_g2",9,27,3,13,2,11
"TRINITY_DN10645_c0_g1",86,114,116,71,21,31
"TRINITY_DN10643_c0_g1",339,349,282,177,53,46
"TRINITY_DN10617_c0_g1",9,17,10,81,61,79
"TRINITY_DN10664_c0_g1",29,29,17,6,2,14
"TRINITY_DN10621_c0_g1",76,109,126,369,129,84
"TRINITY_DN10655_c0_g1",116,143,176,318,94,95
"TRINITY_DN10625_c0_g1",122,144,129,40,12,20
"TRINITY_DN10684_c0_g1",132,111,95,71,28,29
"TRINITY_DN10657_c0_g1",98,120,145,117,74,71
"TRINITY_DN10637_c0_g1",27,32,31,24,12,13
"TRINITY_DN10601_c0_g1",13,21,13,68,14,3
"TRINITY_DN10601_c1_g2",66,75,40,46,43,43
"TRINITY_DN10623_c0_g1",201,262,336,1343,429,321
"TRINITY_DN10685_c0_g1",41,27,33,23,23,10
"TRINITY_DN11206_c1_g1",300,367,372,184,85,84
"TRINITY_DN11247_c0_g1",784,814,1314,822,366,226
"TRINITY_DN11253_c0_g1",410,491,599,317,154,142
"TRINITY_DN11222_c0_g1",22,15,14,12,14,15
"TRINITY_DN11212_c0_g2",755,730,837,1501,1236,887
"TRINITY_DN11212_c1_g1",69,71,40,51,31,45
"TRINITY_DN11210_c0_g1",157,129,276,134,19,33
"TRINITY_DN11226_c1_g1",29,76,65,21,4,6
"TRINITY_DN11294_c0_g1",57,71,74,59,46,39
"TRINITY_DN11204_c0_g1",173,75,171,126,66,69
"TRINITY_DN11207_c0_g1",363,353,422,333,139,149
"TRINITY_DN11218_c0_g1",17,21,21,8,4,16
"TRINITY_DN11221_c0_g1",24,20,87,8,0,14
"TRINITY_DN11274_c0_g1",211,195,306,129,38,41
"TRINITY_DN11288_c0_g1",28,18,22,16,16,19
"TRINITY_DN11227_c0_g1",287,258,354,209,32,48
"TRINITY_DN11240_c0_g1",171,184,215,238,48,52
"TRINITY_DN11248_c0_g1",45,66,66,29,10,6
"TRINITY_DN11213_c0_g1",15,18,8,16,9,9
"TRINITY_DN11298_c0_g1",110,110,136,85,30,43
"TRINITY_DN11244_c2_g2",20,17,62,38,6,11
"TRINITY_DN11260_c0_g1",98,88,135,57,55,22
"TRINITY_DN11262_c0_g1",38,27,13,12,8,21
"TRINITY_DN11254_c0_g1",21,57,33,31,2,6
"TRINITY_DN11254_c1_g1",123,110,102,144,38,27
"TRINITY_DN11291_c0_g1",50,54,59,37,16,4
"TRINITY_DN11237_c0_g1",101,101,107,66,0,31
"TRINITY_DN11214_c0_g2",31,60,46,31,11,15
"TRINITY_DN11215_c0_g1",265,294,303,92,62,114
"TRINITY_DN11234_c0_g1",205,212,204,115,31,50
"TRINITY_DN11252_c1_g1",14,25,18,8,4,0
"TRINITY_DN11224_c0_g1",14,21,38,16,9,0
"TRINITY_DN11255_c0_g1",102,84,135,45,32,51
"TRINITY_DN11256_c0_g1",180,213,147,155,42,58
"TRINITY_DN11280_c0_g1",230,226,226,70,25,72
"TRINITY_DN11276_c1_g1",37,69,34,24,16,11
"TRINITY_DN11285_c0_g1",17,40,4,29,8,4
"TRINITY_DN11768_c0_g1",255,309,365,331,177,151
"TRINITY_DN11797_c0_g1",70,81,147,100,36,48
"TRINITY_DN11778_c0_g2",22,48,47,29,11,5
"TRINITY_DN11772_c1_g1",61,56,81,289,121,97
"TRINITY_DN11793_c0_g2",47,52,31,47,11,14
"TRINITY_DN11713_c0_g1",80,68,36,96,22,43
"TRINITY_DN11713_c0_g2",13,20,3,36,12,15
"TRINITY_DN11713_c2_g1",30,11,12,13,6,2
"TRINITY_DN11728_c0_g1",356,315,431,186,89,85
"TRINITY_DN11782_c0_g2",8,44,11,17,13,15
"TRINITY_DN11725_c0_g1",174,168,203,251,184,142
"TRINITY_DN11769_c0_g3",9,11,19,38,0,3
"TRINITY_DN11718_c0_g1",176,185,219,293,190,171
"TRINITY_DN11771_c0_g2",87,64,63,44,40,6
"TRINITY_DN11792_c0_g1",68,93,60,15,25,33
"TRINITY_DN11719_c0_g1",14,13,22,14,0,3
"TRINITY_DN11758_c0_g1",61,27,26,30,19,8
"TRINITY_DN11751_c0_g1",26,20,23,1,0,3
"TRINITY_DN11791_c0_g1",150,214,230,242,36,81
"TRINITY_DN11731_c0_g1",90,101,54,61,56,26
"TRINITY_DN11712_c0_g1",45,65,40,39,8,16
"TRINITY_DN11784_c0_g1",69,66,37,215,79,70
"TRINITY_DN11750_c0_g1",149,203,119,47,25,39
"TRINITY_DN11715_c0_g1",14,9,4,17,30,17
"TRINITY_DN11787_c0_g1",48,79,71,21,4,8
"TRINITY_DN11796_c0_g1",51,63,58,53,17,42
"TRINITY_DN11761_c0_g1",13,11,8,35,19,13
"TRINITY_DN11745_c0_g1",26,29,20,27,14,14
"TRINITY_DN11711_c0_g1",50,40,53,77,12,19
"TRINITY_DN11795_c0_g1",28,22,26,14,7,11
"TRINITY_DN11760_c0_g1",206,171,239,943,701,677
"TRINITY_DN11788_c0_g1",170,198,265,142,69,119
"TRINITY_DN11726_c0_g1",49,63,85,199,69,54
"TRINITY_DN11701_c0_g1",14,19,8,8,8,12
"TRINITY_DN11702_c0_g2",13,27,19,0,5,14
